#Transcript position	Transcript coverage profile
0.0	0.25622062704414805
1.0	0.026024001494290645
2.0	0.02670651175970447
3.0	0.041891818304382544
4.0	0.05448835022403671
5.0	0.024468827372985755
6.0	0.03177885501292724
7.0	0.025232549903426025
8.0	0.03275012256080427
9.0	0.03591446681021893
10.0	0.07084839498861091
11.0	0.0427447987391196
12.0	0.041748877134653944
13.0	0.024763083625170143
14.0	0.03517689100172895
15.0	0.02600057537138487
16.0	0.06449926359830514
17.0	0.05470051361921021
18.0	0.050663285671350276
19.0	0.03709748749150377
20.0	0.008119323469141047
21.0	0.022249912973381875
22.0	0.01574499285948142
23.0	0.022770159855579813
24.0	0.0144894327552774
25.0	0.01266825981551584
26.0	0.016878631709841142
27.0	0.01978641979728147
28.0	0.026024183510821072
29.0	0.011100339550200938
30.0	0.03265045191309143
31.0	0.006783600806315828
32.0	0.033829783422847995
33.0	0.014424387624608112
34.0	0.037541442833767744
35.0	0.0053665522756524125
36.0	0.007491537065201394
37.0	0.009218529728333539
38.0	0.016959637994984414
39.0	0.021128857010397142
40.0	0.012126254298747436
41.0	0.021091324124469846
42.0	0.028627966147732366
43.0	0.02250842193134965
44.0	0.014436614329199668
45.0	0.01495632096784479
46.0	0.009047923946272428
47.0	0.02515676902895966
48.0	0.015379546104407114
49.0	0.029643982403181807
50.0	0.018754100555199046
51.0	0.018426114515298492
52.0	0.020524202637998146
53.0	0.0054999554009455
54.0	0.022515354783293157
55.0	0.02405376242409406
56.0	0.021882831311181135
57.0	0.009208313063678373
58.0	0.0
59.0	0.015400727087167429
60.0	0.012217578720251372
61.0	0.00476956477355702
62.0	0.008640291749610486
63.0	0.036264113079793305
64.0	0.001324942033786022
65.0	0.004281345565749235
66.0	0.010357777316224998
67.0	0.03178107443928222
68.0	0.011045465476743947
69.0	0.00896340346107009
70.0	0.005239496213817493
71.0	0.010681727617723907
72.0	0.020241373174541333
73.0	0.01442539884585771
74.0	0.008395712334258244
75.0	0.010452894844517186
76.0	0.017110406161058855
77.0	0.009689091327939488
78.0	0.047601907707460075
79.0	0.021265089794178675
80.0	0.028484748409109015
81.0	0.024549612881227936
82.0	0.01523017599726579
83.0	0.009719856683536194
84.0	0.015317427579894247
85.0	0.008767744895655655
86.0	0.00919286183336315
87.0	0.019256687412337405
88.0	0.008807000192728346
89.0	0.022965627958161507
90.0	0.016608754573202805
91.0	0.018219040119423012
92.0	0.015350502112845629
93.0	0.01843194247286025
94.0	0.022808905343845297
95.0	0.0382486429599831
96.0	0.024569967851989886
97.0	0.037069511232358014
98.0	0.04192862758099107
99.0	0.020092668807121846
